import time: self [us] | cumulative | imported package
import time:      4026 |       4026 |                     openai.types.fine_tuning.fine_tuning_job_integration
import time:      5903 |      55201 |                   openai.types.fine_tuning
import time:      6768 |       6768 |                   openai.types.fine_tuning.jobs.checkpoint_list_params
import time:      5500 |       5500 |                   openai.types.fine_tuning.jobs.fine_tuning_job_checkpoint
import time:      4221 |      71690 |                 openai.types.fine_tuning.jobs
import time:      4750 |      76439 |               openai.resources.fine_tuning.jobs.checkpoints
import time:      5320 |      81758 |             openai.resources.fine_tuning.jobs.jobs
import time:      5714 |      87471 |           openai.resources.fine_tuning.jobs
import time:      7987 |       7987 |                   openai.types.fine_tuning.checkpoints.permission_create_params
import time:      4306 |       4306 |                   openai.types.fine_tuning.checkpoints.permission_create_response
import time:      4893 |       4893 |                   openai.types.fine_tuning.checkpoints.permission_delete_response
import time:      3519 |       3519 |                   openai.types.fine_tuning.checkpoints.permission_retrieve_params
import time:      5636 |       5636 |                   openai.types.fine_tuning.checkpoints.permission_retrieve_response
import time:      6422 |      32761 |                 openai.types.fine_tuning.checkpoints
import time:      3759 |      36520 |               openai.resources.fine_tuning.checkpoints.permissions
import time:      5593 |      42112 |             openai.resources.fine_tuning.checkpoints.checkpoints
import time:      4391 |      46503 |           openai.resources.fine_tuning.checkpoints
import time:      3310 |       3310 |           openai.resources.fine_tuning.fine_tuning
import time:      4780 |     142062 |         openai.resources.fine_tuning
import time:      3604 |       3604 |         openai.resources.moderations
import time:      5359 |       5359 |               openai.types.vector_stores.file_list_params
import time:      5268 |       5268 |               openai.types.vector_stores.vector_store_file
import time:      3728 |       3728 |               openai.types.vector_stores.file_create_params
import time:      3625 |       3625 |               openai.types.vector_stores.file_update_params
import time:      3941 |       3941 |               openai.types.vector_stores.file_content_response
import time:      4914 |       4914 |               openai.types.vector_stores.vector_store_file_batch
import time:      3730 |       3730 |               openai.types.vector_stores.file_batch_create_params
import time:      4044 |       4044 |               openai.types.vector_stores.vector_store_file_deleted
import time:      4428 |       4428 |               openai.types.vector_stores.file_batch_list_files_params
import time:      4460 |      43492 |             openai.types.vector_stores
import time:      4483 |      47975 |           openai.resources.vector_stores.files
import time:      3842 |       3842 |           openai.resources.vector_stores.file_batches
import time:      3612 |       3612 |           openai.resources.vector_stores.vector_stores
import time:      3967 |      59394 |         openai.resources.vector_stores
import time:      4936 |    2499430 |       openai.resources
import time:      4140 |    2513847 |     openai._client
import time:      3933 |       3933 |     openai.lib.azure
import time:      3037 |       3037 |     openai.version
import time:      3287 |       3287 |     openai.lib._old_api
import time:      5081 |       5081 |     openai._module_client
import time:      6355 |    3171124 |   openai
import time:      6267 |       6267 |                   sqlalchemy.dialects.mysql.types
import time:      5091 |      11358 |                 sqlalchemy.dialects.mysql.enumerated
import time:      4766 |      16123 |               sqlalchemy.dialects.mysql.reflection
import time:      4348 |       4348 |               sqlalchemy.dialects.mysql.json
import time:      4289 |       4289 |               sqlalchemy.dialects.mysql.reserved_words
import time:     11771 |      36530 |             sqlalchemy.dialects.mysql.base
import time:      4172 |      40702 |           sqlalchemy.dialects.mysql.mysqldb
import time:      2938 |      43639 |         sqlalchemy.dialects.mysql.pymysql
import time:      3981 |       3981 |           sqlalchemy.connectors
import time:      6112 |      10092 |         sqlalchemy.connectors.asyncio
import time:      6007 |      59737 |       sqlalchemy.dialects.mysql.aiomysql
import time:      3435 |       3435 |       sqlalchemy.dialects.mysql.asyncmy
import time:      3083 |       3083 |       sqlalchemy.dialects.mysql.cymysql
import time:      4758 |       4758 |       sqlalchemy.dialects.mysql.mariadbconnector
import time:      4004 |       4004 |         sqlalchemy.dialects.mysql.mariadb
import time:      4475 |       8478 |       sqlalchemy.dialects.mysql.mysqlconnector
import time:      3539 |       3539 |         sqlalchemy.connectors.pyodbc
import time:      4243 |       7782 |       sqlalchemy.dialects.mysql.pyodbc
import time:      3902 |       3902 |       sqlalchemy.dialects.mysql.dml
import time:      3771 |       3771 |       sqlalchemy.dialects.mysql.expression
import time:      6896 |     101839 |     sqlalchemy.dialects.mysql
import time:      6082 |       6082 |           pymysql.constants
import time:      5243 |       5243 |           pymysql.constants.FIELD_TYPE
import time:      4122 |       4122 |             pymysql.constants.ER
import time:      4165 |       8286 |           pymysql.err
import time:      3540 |       3540 |           pymysql.times
import time:      3654 |       3654 |                   cryptography
import time:       174 |       3828 |                 cryptography.hazmat
import time:       181 |       4008 |               cryptography.hazmat.backends
import time:      3455 |       7462 |             pymysql._auth
import time:      3664 |       3664 |             pymysql.charset
import time:      2784 |       2784 |             pymysql.constants.CLIENT
import time:      2757 |       2757 |             pymysql.constants.COMMAND
import time:      3211 |       3211 |             pymysql.constants.CR
import time:      2881 |       2881 |             pymysql.constants.SERVER_STATUS
import time:      4941 |       4941 |             pymysql.converters
import time:      6054 |       6054 |             pymysql.cursors
import time:      7284 |       7284 |               configparser
import time:      3784 |      11067 |             pymysql.optionfile
import time:      3731 |       3731 |             pymysql.protocol
import time:      3607 |       3607 |               termios
import time:      5280 |       8886 |             getpass
import time:      5371 |      62805 |           pymysql.connections
import time:      7968 |      93922 |         pymysql
import time:       105 |      94026 |       pymysql.converters
import time:      2399 |       2399 |           aiomysql.log
import time:      4039 |       6437 |         aiomysql.cursors
import time:      2907 |       2907 |         aiomysql.utils
import time:      4984 |      14327 |       aiomysql.connection
import time:      3235 |       3235 |       aiomysql.pool
import time:      2406 |       2406 |         aiomysql._scm_version
import time:      2970 |       5376 |       aiomysql._version
import time:      6215 |     123178 |     aiomysql
import time:     33932 |     258948 |   models
import time:      2970 |       2970 |       httpcore._models
import time:      3198 |       3198 |               httpcore._backends
import time:      3360 |       3360 |               httpcore._exceptions
import time:      4045 |       4045 |               httpcore._utils
import time:      3632 |       3632 |               httpcore._backends.base
import time:      5184 |      19418 |             httpcore._backends.sync
import time:      2873 |       2873 |             httpcore._ssl
import time:      3479 |       3479 |               trio
import time:      3826 |       7304 |             httpcore._synchronization
import time:      2930 |       2930 |             httpcore._trace
import time:      4502 |       4502 |                     h11._abnf
import time:      5036 |       5036 |                       h11._util
import time:      6322 |      11357 |                     h11._headers
import time:     12746 |      28605 |                   h11._events
import time:      4848 |       4848 |                     h11._receivebuffer
import time:      5747 |       5747 |                     h11._state
import time:      7413 |      18008 |                   h11._readers
import time:      5476 |       5476 |                   h11._writers
import time:      6496 |      58584 |                 h11._connection
import time:      3952 |       3952 |                 h11._version
import time:      6987 |      69522 |               h11
import time:      4139 |       4139 |               httpcore._sync.interfaces
import time:      4935 |      78595 |             httpcore._sync.http11
import time:      6445 |     117563 |           httpcore._sync.connection
import time:      3403 |       3403 |           httpcore._sync.connection_pool
import time:      4222 |       4222 |           httpcore._sync.http_proxy
import time:      3760 |       3760 |               h2
import time:       119 |       3879 |             h2.config
import time:      4734 |       8612 |           httpcore._sync.http2
import time:      3588 |       3588 |             socksio
import time:      4020 |       7608 |           httpcore._sync.socks_proxy
import time:      3675 |     145081 |         httpcore._sync
import time:       156 |     145236 |       httpcore._sync.connection_pool
import time:      4221 |     152426 |     httpcore._api
import time:      4095 |       4095 |         httpcore._backends.auto
import time:      4744 |       4744 |           httpcore._async.interfaces
import time:      5018 |       9761 |         httpcore._async.http11
import time:      6720 |      20576 |       httpcore._async.connection
import time:      3596 |       3596 |       httpcore._async.connection_pool
import time:      3607 |       3607 |       httpcore._async.http_proxy
import time:      2712 |       2712 |           h2
import time:       165 |       2877 |         h2.config
import time:      3629 |       6505 |       httpcore._async.http2
import time:      3320 |       3320 |         socksio
import time:      3330 |       6650 |       httpcore._async.socks_proxy
import time:      4495 |      45426 |     httpcore._async
import time:      3023 |       3023 |     httpcore._backends.mock
import time:      3062 |       3062 |     httpcore._backends.anyio
import time:      4117 |       4117 |       trio
import time:      3746 |       7862 |     httpcore._backends.trio
import time:      5879 |     217675 |   httpcore
^C
